Source,ID.Number,Latitude,Longitude,LocUncertain
VertNet,814,27.0927056,-97.7904722,NA
VertNet,815,27.0258333,-98.20611,NA
VertNet,816,35.91405,-100.1167889,NA
VertNet,817,33.6442389,-98.8175194,NA
VertNet,818,32.7337,-99.6190361,NA
VertNet,819,33.7666611,-98.6657167,NA
VertNet,822,33.4942389,-98.6258917,NA
VertNet,828,33.6699639,-99.0871611,NA
VertNet,829,33.6994306,-98.4702222,NA
VertNet,830,33.7426139,-98.9679194,NA
VertNet,831,34.0196722,-99.1069306,NA
VertNet,832,33.7291528,-98.6949944,NA
VertNet,833,33.8160389,-98.7298361,NA
VertNet,834,33.6970917,-98.5017389,NA
VertNet,836,33.8463056,-98.6373944,NA
VertNet,837,32.6046278,-97.6862556,NA
VertNet,839,34.12056,-100.3647222,NA
VertNet,840,32.654425,-97.6703472,NA
VertNet,841,27.41679,-97.30681,NA
VertNet,842,32.4817167,-101.2093333,NA
VertNet,843,27.427418,-97.298282,NA
VertNet,844,31.34083,-100.09167,NA
VertNet,846,32.5051472,-97.5265194,NA
VertNet,847,33.9091833,-99.0728556,NA
VertNet,848,31.9974556,-101.8152972,NA
VertNet,849,33.9747639,-99.2856306,NA
VertNet,850,33.9073278,-99.3117,NA
VertNet,852,33.498375,-99.214875,NA
VertNet,853,32.6616056,-99.3017028,NA
VertNet,854,33.7949472,-98.7042417,NA
VertNet,855,31.4586111,-99.7386111,NA
VertNet,856,31.2662028,-99.7558694,NA
VertNet,857,31.5052778,-99.7386111,NA
VertNet,858,31.5591667,-99.8972222,NA
VertNet,860,33.9511028,-98.6690278,NA
VertNet,861,33.8322583,-98.5989,NA
VertNet,863,33.9084944,-98.4916417,NA
VertNet,865,33.9513139,-98.7912222,NA
VertNet,867,33.7300667,-98.8076,NA
VertNet,868,33.7548667,-98.7691694,NA
VertNet,869,33.2638278,-99.6172056,NA
VertNet,870,33.6304639,-98.976525,NA
VertNet,872,33.6861139,-99.078925,NA
VertNet,873,33.9816278,-99.1592861,NA
VertNet,874,33.8160417,-98.7124222,NA
VertNet,875,32.5332556,-97.1187556,NA
VertNet,876,27.47374,-97.28467,NA
VertNet,877,30.59353,-103.88946,NA
VertNet,878,33.4848583,-99.2085389,NA
VertNet,880,33.5956361,-98.6256,NA
VertNet,881,30.8904,-102.88303,NA
VertNet,882,33.8161389,-98.7473611,NA
VertNet,884,33.7826028,-98.8494806,NA
VertNet,885,33.71611,-98.36222,NA
gbif_UTEP,2234844685_http://arctos.database.museum/guid/UTEP:Herp:21923?seid=4260867,35.95846,-100.18841,11.43
gbif_UTEP,2234846474_http://arctos.database.museum/guid/UTEP:Herp:21924?seid=4260923,35.93405,-100.18027,11.3
gbif_UTEP,2234845951_http://arctos.database.museum/guid/UTEP:Herp:21852?seid=4149072,35.367633,-99.906183,5.49
gbif_UTEP,2234846540_http://arctos.database.museum/guid/UTEP:Herp:21683?seid=4041116,34.5435,-106.63243,5.8
gbif_UTEP,2234846656_http://arctos.database.museum/guid/UTEP:Herp:21683?seid=4040972,34.5435,-106.632433,5.8
gbif_FHSM,1078816568_urn:catalog:FHSM:HERP:16639,37.538984,-96.697386,NA
gbif_FC-UNAM,1895063527_urn:catalog:FC-UNAM:MZFC:MZFC-29525:f2f8df5c6bade1b8f31e8caead7183fe,26.840264,-102.128783,NA
gbif_FHSM,1078815946_urn:catalog:FHSM:HERP:15714,36.58301,-95.77613,NA
gbif_FHSM,358967292_urn:catalog:FHSM:HERP:14718,38.860464,-99.148494,NA
gbif_FHSM,358967325_urn:catalog:FHSM:HERP:13846,37.515355,-95.397104,NA
gbif_FHSM,358967326_urn:catalog:FHSM:HERP:13847,38.7698,-98.56159,NA
gbif_FHSM,358967264_urn:catalog:FHSM:HERP:14160,38.4502,-98.68112,NA
gbif_FHSM,358967268_urn:catalog:FHSM:HERP:14154,38.45033,-98.68018,NA
gbif_FHSM,358967222_urn:catalog:FHSM:HERP:14156,38.44903,-98.73873,NA
gbif_FHSM,358967262_urn:catalog:FHSM:HERP:14158,38.49928,-98.68247,NA
gbif_FHSM,358967271_urn:catalog:FHSM:HERP:14155,38.4504,-98.67757,NA
gbif_FHSM,358967267_urn:catalog:FHSM:HERP:14159,38.45038,-98.68058,NA
gbif_FHSM,358967223_urn:catalog:FHSM:HERP:14157,38.45575,-98.73793,NA
gbif_FHSM,358967303_urn:catalog:FHSM:HERP:14106,38.59135,-98.19095,NA
gbif_FHSM,358967252_urn:catalog:FHSM:HERP:14178,38.44875,-98.68348,NA
gbif_FHSM,358967249_urn:catalog:FHSM:HERP:14164,38.44912,-98.69408,NA
gbif_FHSM,358967281_urn:catalog:FHSM:HERP:14184,38.49972,-98.65065,NA
gbif_FHSM,358967286_urn:catalog:FHSM:HERP:14188,38.49983,-98.63577,NA
gbif_FHSM,358967233_urn:catalog:FHSM:HERP:14168,38.46233,-98.71808,NA
gbif_FHSM,358967260_urn:catalog:FHSM:HERP:14180,38.4486,-98.68265,NA
gbif_FHSM,358967236_urn:catalog:FHSM:HERP:14182,38.4623,-98.71802,NA
gbif_FHSM,358967261_urn:catalog:FHSM:HERP:14171,38.44932,-98.68263,NA
gbif_FHSM,358967270_urn:catalog:FHSM:HERP:14166,38.45758,-98.67915,NA
gbif_FHSM,358967284_urn:catalog:FHSM:HERP:14185,38.49903,-98.64747,NA
gbif_FHSM,358967221_urn:catalog:FHSM:HERP:14163,38.44912,-98.73908,NA
gbif_FHSM,358967282_urn:catalog:FHSM:HERP:14187,38.4994,-98.64882,NA
gbif_FHSM,358967254_urn:catalog:FHSM:HERP:14173,38.44917,-98.68282,NA
gbif_FHSM,358967253_urn:catalog:FHSM:HERP:14183,38.4486,-98.68312,NA
gbif_FHSM,358967279_urn:catalog:FHSM:HERP:14165,38.4998,-98.66428,NA
gbif_FHSM,358967296_urn:catalog:FHSM:HERP:14108,38.59468,-98.20148,NA
gbif_FHSM,358967317_urn:catalog:FHSM:HERP:14107,38.63098,-98.16485,NA
gbif_FHSM,358967247_urn:catalog:FHSM:HERP:14167,38.44908,-98.70588,NA
gbif_FHSM,358967315_urn:catalog:FHSM:HERP:14113,38.6455,-98.165,NA
gbif_FHSM,358967307_urn:catalog:FHSM:HERP:14112,38.59457,-98.18308,NA
gbif_FHSM,358967283_urn:catalog:FHSM:HERP:14186,38.49938,-98.6488,NA
gbif_FHSM,358967289_urn:catalog:FHSM:HERP:14169,38.45883,-98.63125,NA
gbif_FHSM,358967259_urn:catalog:FHSM:HERP:14179,38.44935,-98.68265,NA
gbif_FHSM,358967295_urn:catalog:FHSM:HERP:14110,38.708007,-98.369429,NA
gbif_FHSM,358967255_urn:catalog:FHSM:HERP:14172,38.44915,-98.6828,NA
gbif_FHSM,358967257_urn:catalog:FHSM:HERP:14176,38.44948,-98.68278,NA
gbif_FHSM,358967269_urn:catalog:FHSM:HERP:14161,38.45033,-98.68003,NA
gbif_FHSM,358967238_urn:catalog:FHSM:HERP:14162,38.46322,-98.71645,NA
gbif_FHSM,358967258_urn:catalog:FHSM:HERP:14177,38.44978,-98.68267,NA
gbif_FHSM,358967320_urn:catalog:FHSM:HERP:14109,38.61933,-98.1648,NA
gbif_FHSM,358967248_urn:catalog:FHSM:HERP:14191,38.44907,-98.70303,NA
gbif_FHSM,358967318_urn:catalog:FHSM:HERP:14111,38.6321,-98.16483,NA
gbif_FHSM,358967288_urn:catalog:FHSM:HERP:14170,38.47197,-98.63298,NA
gbif_FHSM,358967231_urn:catalog:FHSM:HERP:14181,38.46358,-98.73535,NA
gbif_FHSM,358967278_urn:catalog:FHSM:HERP:14190,38.50688,-98.66443,NA
gbif_FHSM,358967277_urn:catalog:FHSM:HERP:14189,38.49835,-98.66447,NA
gbif_FHSM,358967300_urn:catalog:FHSM:HERP:14118,38.60852,-98.19433,NA
gbif_FHSM,358967305_urn:catalog:FHSM:HERP:14116,38.6055,-98.1835,NA
gbif_FHSM,358967324_urn:catalog:FHSM:HERP:13542,37.56396,-99.21237,NA
gbif_FHSM,358967310_urn:catalog:FHSM:HERP:14114,38.6094,-98.16938,NA
gbif_FHSM,358967294_urn:catalog:FHSM:HERP:14115,38.696063,-98.369622,NA
gbif_FHSM,358967291_urn:catalog:FHSM:HERP:13566,37.06226,-99.31856,NA
gbif_FHSM,358967309_urn:catalog:FHSM:HERP:14119,38.60942,-98.1701,NA
gbif_FHSM,358967312_urn:catalog:FHSM:HERP:14117,38.6055,-98.16873,NA
gbif_FHSM,358967322_urn:catalog:FHSM:HERP:14120,38.62783,-98.16473,NA
gbif_FHSM,358967293_urn:catalog:FHSM:HERP:14121,38.710675,-98.381117,NA
gbif_FHSM,358967301_urn:catalog:FHSM:HERP:14105,38.6055,-98.1932,NA
gbif_FHSM,78647299_urn:catalog:FHSM:HERP:12784,37.44762,-99.05327,NA
gbif_FHSM,358967311_urn:catalog:FHSM:HERP:14093,38.6529,-98.16905,NA
gbif_FHSM,358967308_urn:catalog:FHSM:HERP:14092,38.60945,-98.1719,NA
gbif_FHSM,78647297_urn:catalog:FHSM:HERP:13257,38.91929,-99.24312,NA
gbif_FHSM,358967321_urn:catalog:FHSM:HERP:14094,38.63528,-98.16475,NA
gbif_FHSM,358967237_urn:catalog:FHSM:HERP:14131,38.44907,-98.71742,NA
gbif_FHSM,358967251_urn:catalog:FHSM:HERP:14130,38.44913,-98.68405,NA
gbif_FHSM,358967304_urn:catalog:FHSM:HERP:14095,38.59445,-98.1852,NA
gbif_FHSM,358967243_urn:catalog:FHSM:HERP:14122,38.4626,-98.71282,NA
gbif_FHSM,358967244_urn:catalog:FHSM:HERP:14126,38.47788,-98.71247,NA
gbif_FHSM,358967302_urn:catalog:FHSM:HERP:14098,38.59457,-98.19265,NA
gbif_FHSM,358967323_urn:catalog:FHSM:HERP:14097,38.6142,-98.16468,NA
gbif_FHSM,358967306_urn:catalog:FHSM:HERP:14096,38.59453,-98.18308,NA
gbif_FHSM,358967245_urn:catalog:FHSM:HERP:14125,38.49273,-98.70773,NA
gbif_FHSM,358967287_urn:catalog:FHSM:HERP:14128,38.45452,-98.63453,NA
gbif_FHSM,358967276_urn:catalog:FHSM:HERP:14127,38.47423,-98.66928,NA
gbif_FHSM,358967299_urn:catalog:FHSM:HERP:14099,38.60113,-98.19473,NA
gbif_FHSM,358967280_urn:catalog:FHSM:HERP:14124,38.48527,-98.65535,NA
gbif_FHSM,358967297_urn:catalog:FHSM:HERP:14100,38.65273,-98.20037,NA
gbif_FHSM,358967272_urn:catalog:FHSM:HERP:14123,38.45337,-98.67742,NA
gbif_FHSM,358967316_urn:catalog:FHSM:HERP:14103,38.63652,-98.16498,NA
gbif_FHSM,358967242_urn:catalog:FHSM:HERP:14135,38.47662,-98.71285,NA
gbif_FHSM,358967241_urn:catalog:FHSM:HERP:14133,38.45847,-98.71337,NA
gbif_FHSM,358967313_urn:catalog:FHSM:HERP:14102,38.65288,-98.16838,NA
gbif_FHSM,358967314_urn:catalog:FHSM:HERP:14104,38.65293,-98.16528,NA
gbif_FHSM,358967239_urn:catalog:FHSM:HERP:14132,38.46017,-98.71378,NA
gbif_FHSM,358967319_urn:catalog:FHSM:HERP:14101,38.61215,-98.16482,NA
gbif_FHSM,358967228_urn:catalog:FHSM:HERP:14134,38.44908,-98.7377,NA
gbif_FHSM,358967274_urn:catalog:FHSM:HERP:14146,38.47092,-98.67347,NA
gbif_FHSM,358967232_urn:catalog:FHSM:HERP:14139,38.44893,-98.72635,NA
gbif_FHSM,358967265_urn:catalog:FHSM:HERP:14136,38.45292,-98.68068,NA
gbif_FHSM,358967285_urn:catalog:FHSM:HERP:14137,38.47948,-98.64023,NA
gbif_FHSM,358967266_urn:catalog:FHSM:HERP:14142,38.45435,-98.68058,NA
gbif_FHSM,358967290_urn:catalog:FHSM:HERP:14138,38.49243,-98.61035,NA
gbif_FHSM,358967275_urn:catalog:FHSM:HERP:14144,38.4711,-98.67327,NA
gbif_FHSM,358967246_urn:catalog:FHSM:HERP:14140,38.44912,-98.70722,NA
gbif_FHSM,358967263_urn:catalog:FHSM:HERP:14141,38.45205,-98.68157,NA
gbif_FHSM,358967240_urn:catalog:FHSM:HERP:14145,38.45717,-98.71353,NA
gbif_FHSM,358967273_urn:catalog:FHSM:HERP:14143,38.46937,-98.67422,NA
gbif_FHSM,358967224_urn:catalog:FHSM:HERP:14150,38.444076,-98.737895,NA
gbif_FHSM,78647296_urn:catalog:FHSM:HERP:13251,38.88574,-99.22393,NA
gbif_FHSM,358967229_urn:catalog:FHSM:HERP:14147,38.44272,-98.7371,NA
gbif_FHSM,358967298_urn:catalog:FHSM:HERP:14149,38.5987,-98.19627,NA
gbif_FHSM,358967230_urn:catalog:FHSM:HERP:14148,38.4427,-98.73603,NA
gbif_FHSM,358967226_urn:catalog:FHSM:HERP:14153,38.423636,-98.737816,NA
gbif_FHSM,358967225_urn:catalog:FHSM:HERP:14151,38.434883,-98.73784,NA
gbif_FHSM,358967227_urn:catalog:FHSM:HERP:14152,38.430367,-98.737801,NA
gbif_FHSM,48139783_urn:catalog:FHSM:HERP:11166,37.02438,-98.96953,NA
gbif_FHSM,48139787_urn:catalog:FHSM:HERP:11309,37.06247,-99.25923,NA
gbif_FHSM,48139782_urn:catalog:FHSM:HERP:11284,37.06765,-98.81695,NA
gbif_FHSM,48139781_urn:catalog:FHSM:HERP:11305,37.36955,-98.47767,NA
gbif_FHSM,48139777_urn:catalog:FHSM:HERP:11151,37.01143,-98.80265,NA
gbif_FHSM,48139785_urn:catalog:FHSM:HERP:10827,37.04182,-99.32468,NA
gbif_FHSM,48139786_urn:catalog:FHSM:HERP:10828,37.02798,-99.32444,NA
gbif_FHSM,48139776_urn:catalog:FHSM:HERP:10829,37.11984,-98.96495,NA
gbif_FHSM,48139778_urn:catalog:FHSM:HERP:11150,37.03581,-99.32465,NA
gbif_FHSM,48139780_urn:catalog:FHSM:HERP:11020,37.79077,-95.12475,NA
gbif_FHSM,48139779_urn:catalog:FHSM:HERP:11546,38.16534,-98.41768,NA
gbif_FHSM,48139806_urn:catalog:FHSM:HERP:11876,39.00164,-98.86831,NA
gbif_FHSM,48139805_urn:catalog:FHSM:HERP:11875,39.01925,-99.00172,NA
gbif_FHSM,48139807_urn:catalog:FHSM:HERP:11884,38.90237,-98.54829,NA
gbif_FHSM,48139790_urn:catalog:FHSM:HERP:11874,39.00905,-98.91879,NA
gbif_FHSM,48139794_urn:catalog:FHSM:HERP:11872,38.9582,-98.72368,NA
gbif_FHSM,48139789_urn:catalog:FHSM:HERP:11878,39.07478,-99.03792,NA
gbif_FHSM,48139791_urn:catalog:FHSM:HERP:11873,39.01901,-98.85391,NA
gbif_FHSM,48139795_urn:catalog:FHSM:HERP:11871,38.99103,-98.79627,NA
gbif_FHSM,48139793_urn:catalog:FHSM:HERP:11877,39.00156,-98.87559,NA
gbif_FHSM,48139801_urn:catalog:FHSM:HERP:11887,39.01818,-98.8539,NA
gbif_FHSM,48139797_urn:catalog:FHSM:HERP:11880,37.27572,-98.68213,NA
gbif_FHSM,48139798_urn:catalog:FHSM:HERP:11827,38.95142,-98.71896,NA
gbif_FHSM,48139792_urn:catalog:FHSM:HERP:11879,37.03763,-98.96609,NA
gbif_FHSM,78647291_urn:catalog:FHSM:HERP:13019,37.01334,-98.60639,NA
gbif_FHSM,78647298_urn:catalog:FHSM:HERP:13315,38.91274,-99.15056,NA
gbif_FHSM,78647295_urn:catalog:FHSM:HERP:13230,38.87862,-99.22893,NA
gbif_FHSM,78647293_urn:catalog:FHSM:HERP:12134,38.88595,-99.1529,NA
gbif_FHSM,78647294_urn:catalog:FHSM:HERP:12163,38.8862,-99.2086,NA
gbif_FHSM,48139718_urn:catalog:FHSM:HERP:8431,38.862,-95.4922,NA
gbif_FHSM,48139717_urn:catalog:FHSM:HERP:8424,38.140722,-98.495611,NA
gbif_FHSM,48139745_urn:catalog:FHSM:HERP:8927,38.9686,-98.9113,NA
gbif_FHSM,48139703_urn:catalog:FHSM:HERP:8558,37.06514,-98.20576,NA
gbif_FHSM,48139704_urn:catalog:FHSM:HERP:8631,37.55694,-99.06057,NA
gbif_FHSM,48139741_urn:catalog:FHSM:HERP:8587,37.04842,-99.15874,NA
gbif_FHSM,48139743_urn:catalog:FHSM:HERP:8586,37.15438,-99.14616,NA
gbif_FHSM,48139702_urn:catalog:FHSM:HERP:8557,37.06514,-98.20686,NA
gbif_UTEP,2234841469_http://arctos.database.museum/guid/UTEP:Herp:19296?seid=4260430,32.97725,-99.186367,7.6
gbif_FHSM,48139747_urn:catalog:FHSM:HERP:8928,38.1439,-98.49397,NA
gbif_FHSM,48139758_urn:catalog:FHSM:HERP:9970,39.76667,-93.21667,NA
gbif_FHSM,48139748_urn:catalog:FHSM:HERP:8909,39.72972,-97.1245,NA
gbif_FHSM,48139723_urn:catalog:FHSM:HERP:9193,37.32811,-99.32777,NA
gbif_FHSM,48139725_urn:catalog:FHSM:HERP:9200,38.7747,-95.4922,NA
gbif_FHSM,48139722_urn:catalog:FHSM:HERP:9187,37.43664,-99.126,NA
gbif_FHSM,48139724_urn:catalog:FHSM:HERP:9177,37.45743,-99.32045,NA
gbif_FHSM,48139732_urn:catalog:FHSM:HERP:9593,37.47989,-99.0487,NA
gbif_FHSM,48139744_urn:catalog:FHSM:HERP:9539,37.05721,-100.47826,NA
gbif_FHSM,48139809_urn:catalog:FHSM:HERP:9551,37.39501,-99.62843,NA
gbif_FHSM,48139738_urn:catalog:FHSM:HERP:9589,37.21659,-98.91177,NA
gbif_FHSM,48139740_urn:catalog:FHSM:HERP:9591,37.24006,-98.65945,NA
gbif_FHSM,48139739_urn:catalog:FHSM:HERP:9590,37.28198,-98.80322,NA
gbif_FHSM,48139742_urn:catalog:FHSM:HERP:9592,37.28043,-99.00571,NA
gbif_FHSM,48139784_urn:catalog:FHSM:HERP:10809,37.2363,-96.06473,NA
gbif_FHSM,48139746_urn:catalog:FHSM:HERP:9670,38.9892,-98.52239,NA
gbif_FHSM,48138225_urn:catalog:FHSM:HERP:7643,38.7852,-98.7431,NA
gbif_FHSM,48138218_urn:catalog:FHSM:HERP:7621,37.4787,-96.0994,NA
gbif_UTEP,2234842012_http://arctos.database.museum/guid/UTEP:Herp:18781?seid=4245626,32.5163,-99.561,NA
gbif_UTEP,2234840975_http://arctos.database.museum/guid/UTEP:Herp:18960?seid=4237366,33.004717,-99.158467,8.23
gbif_UTEP,2234839498_http://arctos.database.museum/guid/UTEP:Herp:18780?seid=4245627,32.496783,-99.543617,NA
gbif_FHSM,48138256_urn:catalog:FHSM:HERP:8046,38.9306,-98.9109,NA
gbif_FHSM,48138243_urn:catalog:FHSM:HERP:7898,38.74033,-97.80444,NA
gbif_FHSM,48138239_urn:catalog:FHSM:HERP:7873,39.0165,-99.0032,NA
gbif_FHSM,48138236_urn:catalog:FHSM:HERP:7872,39.0749,-99.0579,NA
gbif_FHSM,48138241_urn:catalog:FHSM:HERP:7874,38.9402,-98.9131,NA
gbif_FHSM,48138252_urn:catalog:FHSM:HERP:8024,38.7914,-98.6112,NA
gbif_FHSM,48138197_urn:catalog:FHSM:HERP:7246,38.7866,-95.5066,NA
gbif_FHSM,48138193_urn:catalog:FHSM:HERP:7178,38.9334,-99.2436,NA
gbif_FHSM,48138205_urn:catalog:FHSM:HERP:7544,38.6362,-97.9847,NA
gbif_FHSM,48138258_urn:catalog:FHSM:HERP:8085,39.3575,-98.3479,NA
gbif_FHSM,48138201_urn:catalog:FHSM:HERP:7363,39.9233,-97.1166,NA
gbif_UTEP,866180877_urn:catalog:UTEP:Herps:H-18639,34.278,-106.62588,12
gbif_UTEP,2234841793_http://arctos.database.museum/guid/UTEP:Herp:18639?seid=4215514,34.4278,-106.625883,12.46
gbif_UTEP,866179561_urn:catalog:UTEP:Herps:H-17819,31.59511446,-109.2535668,230
gbif_MVZ,1145541129_http://arctos.database.museum/guid/MVZ:Herp:229856?seid=1329589,31.57279513,-109.2586068,175.42
gbif_MVZ,1145537048_http://arctos.database.museum/guid/MVZ:Herp:226244?seid=241314,31.6087942,-109.2225062,175.42
gbif_UTEP,2234836529_http://arctos.database.museum/guid/UTEP:Herp:16268?seid=4213658,35.78996546,-100.7396844,202.78
gbif_MVZ,1145541113_http://arctos.database.museum/guid/MVZ:Herp:229855?seid=21234,31.55569563,-109.2657068,175.42
gbif_MVZ,1145541089_http://arctos.database.museum/guid/MVZ:Herp:229857?seid=797261,31.57159516,-109.2594068,175.42
gbif_MVZ,1145518091_http://arctos.database.museum/guid/MVZ:Herp:209129?seid=770274,31.57779499,-109.2553067,175.42
gbif_ROM,1211734706_URI:catalog:ROM:Reptiles and Amphibians:18225,31.389985,-109.508972,9.14
gbif_USNM,1318884850_http://n2t.net/ark:/65665/34a6acb97-ab97-45e4-b329-dfe41dc9cf9e,31.5875,-109.247,NA
gbif_CAS,543544214_urn:catalog:CAS:HERP:192758,31.567689,-109.262589,NA
gbif_FHSM,48139761_urn:catalog:FHSM:HERP:10240,31.79056,-99.2075,NA
gbif_FHSM,48138062_urn:catalog:FHSM:HERP:6260,38.6533,-99.2621,NA
gbif_FHSM,48138064_urn:catalog:FHSM:HERP:6263,37.9142,-101.0079,NA
gbif_SRSU,1913785278_urn:catalog:SRSU:SRSU:SRSU5055:524a91171e9e7318fe9973613fb0f422,26.984222,-102.063139,NA
gbif_FHSM,48138046_urn:catalog:FHSM:HERP:6171,37.0463,-99.2371,NA
gbif_FHSM,48138049_urn:catalog:FHSM:HERP:6172,39.0114,-99.0935,NA
gbif_UTEP,2234850762_http://arctos.database.museum/guid/UTEP:Herp:5112?seid=4233628,38.26304501,-95.74287825,695.24
gbif_FHSM,48137951_urn:catalog:FHSM:HERP:5370,37.1106,-99.1309,NA
gbif_FHSM,48137954_urn:catalog:FHSM:HERP:5439,37.022,-100.4325,NA
gbif_YPM,1836914836_urn:uuid:841d77fa-9264-4448-babf-e3611fb89dc2,35.089323,-106.681479,NA
gbif_FHSM,48137950_urn:catalog:FHSM:HERP:5367,38.4648,-98.6521,NA
gbif_FHSM,48137959_urn:catalog:FHSM:HERP:5481,39.0445,-99.0739,NA
gbif_YPM,1039455680_urn:uuid:12631ba3-fdcd-48e3-ab7f-d859c1558e2a,32.6531,-97.4564,NA
gbif_LACM,657447722_81B8A53A-193D-4C62-865F-ADA4A32E70FF,27.01028636,-101.8501996,NA
gbif_FHSM,48137888_urn:catalog:FHSM:HERP:4354,38.4774,-98.6809,NA
gbif_FHSM,48137887_urn:catalog:FHSM:HERP:4316,38.9287,-98.7038,NA
gbif_FHSM,48137799_urn:catalog:FHSM:HERP:3159,38.9303,-98.7088,NA
gbif_FHSM,48137610_urn:catalog:FHSM:HERP:813,37.9983,-96.8581,NA
gbif_FHSM,48137670_urn:catalog:FHSM:HERP:1225,38.9798,-98.1514,NA
gbif_UTEP,2234850652_http://arctos.database.museum/guid/UTEP:Herp:5109?seid=4233912,38.66719555,-97.99822077,856.17
gbif_FHSM,48137543_urn:catalog:FHSM:HERP:116,38.4663,-98.6623,NA
gbif_FHSM,48137579_urn:catalog:FHSM:HERP:275,37.0939,-98.5739,NA
gbif_FHSM,48137605_urn:catalog:FHSM:HERP:654,38.9266,-99.2153,NA
gbif_FHSM,48137602_urn:catalog:FHSM:HERP:454,38.899,-99.3019,NA
gbif_LACM,657406836_D4CDA76F-4F3E-47D0-BDD6-26370207DD5B,38.3144298,-96.40345174,212
"gbif_Ohio State University - Reptile Division, Columbus, OH (OSUM)",861689288_urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__239,36.9664,-95.844,NA
gbif_CAS,543660410_urn:catalog:CAS:HERP:71309,38.75136131,-97.93321951,212.43
gbif_MCZ,476697114_MCZ:Herp:R-44053,38.148312,-97.847527,373.37
gbif_ROM,1211761123_URI:catalog:ROM:Reptiles and Amphibians:4344,38.495,-98.325,340.48
gbif_SMNS,1638454574_NA,39.5,-96.5,NA
gbif_USNM,1319481903_http://n2t.net/ark:/65665/364d57214-add6-4312-8c0d-d58047ec5c76,25.9,-97.5,NA